MegaMek Equipment Extended Database
This file can be regenerated with java -jar MegaMek.jar -eqedb /Users/ianbellomy/Sites/megamek/megamek/extended-equipment.txt
Type,Name,Tech Base,Rules,Tech Rating,Static Tech Level,Introduction Date,Prototype Date,Production Date,Common Date,Extinction Date,Re-Introduction Date,Tonnage,CriticalSlots,Cost,BV,RulesRef,Alias
W,"Naval Autocannon (NAC/40)","Inner Sphere","IS_Advanced/IS_Experimental","D/E-X-E-E","Standard","ES","ES","~2201(TA)","-","~2950","3051(FS,LC)",4500.0,0,1.8E7,5664.0,"331, TO","Naval Autocannon (NAC/40),NAC40,"
W,"Naval Gauss (Light)","Inner Sphere","IS_Advanced/IS_Experimental","E/E-X-E-X","Standard","~2440(TH)","~2440(TH)","~2448(TH)","-","~2950","3052(DC)",4500.0,0,2.03E7,3024.0,"333, TO","Naval Gauss (Light),LightNGauss,CLLightNGauss,Light N-Gauss (Clan),"
W,"Naval Gauss (Medium)","Inner Sphere","IS_Advanced/IS_Experimental","E/E-X-E-X","Standard","~2440(TH)","~2440(TH)","~2448(TH)","-","~2950","3052(DC)",5500.0,0,3.035E7,5040.0,"333, TO","Naval Gauss (Medium),MediumNGauss,CLMediumNGauss,Medium N-Gauss (Clan),"
W,"Naval Gauss (Heavy)","Inner Sphere","IS_Advanced/IS_Experimental","E/E-X-E-X","Standard","~2440(TH)","~2440(TH)","~2448(TH)","-","~2950","3052(DC)",7000.0,0,5.005E7,6048.0,"333, TO","Naval Gauss (Heavy),HeavyNGauss,CLHeavyNGauss,Heavy N-Gauss (Clan),"
W,"Capital Missile Launcher (Barracuda)","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/C-E(F)-E-D","Standard","~2200(TA)","~2200(TA)","2305(TA)","3055","~2950","3051(FS,LC)",90.0,0,90000.0,522.0,"210, TM","Capital Missile Launcher (Barracuda),Barracuda,"
W,"Capital Missile Launcher (White Shark)","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/C-E(F)-E-D","Standard","~2200(TA)","~2200(TA)","2305(TA)","3055","~2950","3051(FS,LC)",120.0,0,130000.0,577.0,"210, TM","Capital Missile Launcher (White Shark),WhiteShark,"
W,"Capital Missile Launcher (Killer Whale)","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/C-E(F)-E-D","Standard","~2200(TA)","~2200(TA)","2305(TA)","3055","~2950","3051(FS,LC)",150.0,0,150000.0,769.0,"210, TM","Capital Missile Launcher (Killer Whale),KillerWhale,"
W,"Tele-operated Missile (Barracuda-T)","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","F/X-X-E-D","Standard","3053(CS,DC)","3053(CS,DC)","3056(DC)","3060","-","-",100.0,0,100000.0,461.0,"210, TM","Tele-operated Missile (Barracuda-T),BarracudaT,"
W,"Tele-operated Missile (White Shark-T)","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","F/X-X-E-D","Standard","3053(CS,DC)","3053(CS,DC)","3056(DC)","3060","-","-",130.0,0,145000.0,692.0,"210, TM","Tele-operated Missile (White Shark-T),WhiteSharkT,"
W,"Tele-operated Missile (Killer Whale-T)","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","F/X-X-E-D","Standard","3053(CS,DC)","3053(CS,DC)","3056(DC)","3060","-","-",160.0,0,165000.0,923.0,"210, TM","Tele-operated Missile (Killer Whale-T),KillerWhaleT,"
W,"Tele-operated Missile (Kraken T)","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","F/X-X-E-D","Standard","3053(CS,DC)","3053(CS,DC)","3057(DC)","3060","-","-",220.0,0,500000.0,2306.0,"210, TM","Tele-operated Missile (Kraken T),KrakenT,Kraken T,"
W,"Capital Missile Launcher (Kraken)","Inner Sphere","IS_Unofficial","F/X-X-E-D","Unofficial","3053(CS,DC)","3053(CS,DC)","3057(DC)","3060","-","-",190.0,0,455000.0,1914.0,"Unofficial","Capital Missile Launcher (Kraken),Kraken,"
W,"Capital Missile Launcher (AR10 Launcher)","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/D-F(F*)-E-D","Standard","~2540(TH)","~2540(TH)","2550(TH)","3055","~2950","3051(FS,LC)",250.0,0,250000.0,961.0,"210, TM","Capital Missile Launcher (AR10 Launcher),AR10,CLAR10,"
W,"Screen Launcher","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","F/X-X-E-D","Standard","3053(DC)","3053(DC)","3055(DC)","3057","-","-",40.0,0,250000.0,160.0,"237, TM","Screen Launcher,ScreenLauncher,"
W,"Sub-Capital Cannon (Light)","Inner Sphere","IS_TW_Non_Box/IS_Advanced","E/X-X-F-D","Standard","~3068(WB)","-","~3068(WB)","3073","-","-",200.0,0,330000.0,379.0,"343, TO","Sub-Capital Cannon (Light),LightSCC,Light Sub-Capital Cannon,"
W,"Sub-Capital Cannon (Medium)","Inner Sphere","IS_TW_Non_Box/IS_Advanced","E/X-X-F-D","Standard","~3068(WB)","-","~3068(WB)","3073","-","-",500.0,0,780000.0,708.0,"343, TO","Sub-Capital Cannon (Medium),MediumSCC,Medium Sub-Capital Cannon,"
W,"Sub-Capital Cannon (Heavy)","Inner Sphere","IS_TW_Non_Box/IS_Advanced","E/X-X-F-D","Standard","~3068(WB)","-","~3068(WB)","3073","-","-",700.0,0,1300000.0,1901.0,"343, TO","Sub-Capital Cannon (Heavy),HeavySCC,Heavy Sub-Capital Cannon,"
W,"Sub-Capital Laser /1","Inner Sphere","IS_TW_Non_Box/IS_Advanced","E/X-X-F-D","Standard","~3068(WB)","-","~3068(WB)","3073","-","-",150.0,0,220000.0,237.0,"343, TO","Sub-Capital Laser /1,SCL1,Sub-Capital Laser 1,Sub-Capital Laser (SCL/1),"
W,"Sub-Capital Laser /2","Inner Sphere","IS_TW_Non_Box/IS_Advanced","E/X-X-F-D","Standard","~3068(WB)","-","~3068(WB)","3073","-","-",200.0,0,335000.0,354.0,"343, TO","Sub-Capital Laser /2,SCL2,Sub-Capital Laser 2,Sub-Capital Laser (SCL/2),"
W,"Sub-Capital Laser /3","Inner Sphere","IS_TW_Non_Box/IS_Advanced","E/X-X-F-D","Standard","~3068(WB)","-","~3068(WB)","3073","-","-",250.0,0,450000.0,531.0,"343, TO","Sub-Capital Laser /3,SCL3,Sub-Capital Laser 3,Sub-Capital Laser (SCL/3),"
W,"Sub-Capital Missile Launcher (Piranha)","Inner Sphere","IS_TW_Non_Box/IS_Advanced","E/X-X-F-D","Standard","~3060(WB)","-","~3060(WB)","3072","-","-",100.0,0,75000.0,670.0,"345, TO","Sub-Capital Missile Launcher (Piranha),Piranha,"
W,"Sub-Capital Missile Launcher (Stingray)","Inner Sphere","IS_TW_Non_Box/IS_Advanced","E/X-X-F-D","Standard","~3060(WB)","-","~3060(WB)","3072","-","-",120.0,0,85000.0,496.0,"345, TO","Sub-Capital Missile Launcher (Stingray),Stingray,CLStingray,"
W,"Sub-Capital Missile Launcher (Swordfish)","Inner Sphere","IS_TW_Non_Box/IS_Advanced","E/X-X-F-D","Standard","~3060(WB)","-","~3060(WB)","3072","-","-",140.0,0,110000.0,317.0,"345, TO","Sub-Capital Missile Launcher (Swordfish),Swordfish,"
W,"Sub-Capital Missile Launcher (Manta Ray)","Inner Sphere","IS_TW_Non_Box/IS_Advanced","E/X-X-F-D","Standard","~3060(WB)","-","~3060(WB)","3072","-","-",160.0,0,150000.0,396.0,"345, TO","Sub-Capital Missile Launcher (Manta Ray),MantaRay,Manta Ray,"
W,"Mass Driver (Heavy)","Inner Sphere","IS_Experimental","D/F-X-F-F","Experimental","~2715(TH)","~2715(TH)","-","-","~2855","3066(WB)",100000.0,0,5.0E8,16464.0,"323, TO","Mass Driver (Heavy),HeavyMassDriver,"
W,"Mass Driver (Medium)","Inner Sphere","IS_Experimental","D/F-X-F-F","Experimental","~2715(TH)","~2715(TH)","-","-","~2855","3066(WB)",50000.0,0,2.8E8,11760.0,"323, TO","Mass Driver (Medium),MediumMassDriver,"
W,"Mass Driver (Light)","Inner Sphere","IS_Experimental","D/F-X-F-F","Experimental","~2715(TH)","~2715(TH)","-","-","~2855","3066(WB)",30000.0,0,1.5E8,7056.0,"323, TO","Mass Driver (Light),LightMassDriver,"
W,"AAA Missile","Inner Sphere","IS_Advanced/IS_Experimental","E/X-X-F-E","Standard","~3069(LC)","~3069(LC)","3072(LC)","-","-","-",1.0,0,9000.0,0.0,"357, TO","AAA Missile,"
W,"AAA Missile","Clan","Clan_Unofficial","E/X-X-F-E","Standard","~3069","~3069","3072(FS,LC)","-","-","-",1.0,0,9000.0,0.0,"357, TO","AAA Missile,"
W,"AS Missile","Inner Sphere","IS_Advanced","D/X-X-F-E","Standard","3071(FS)","3071(FS)","~3075(FS)","-","-","-",2.0,0,15000.0,0.0,"358, TO","AS Missile,"
W,"AS Missile","Clan","Clan_Unofficial","D/X-X-F-E","Experimental","3076","-","-","3076","-","-",2.0,0,15000.0,0.0,"358, TO","AS Missile,"
W,"Anti-Ship Electronic Warfare (ASEW) Missiles","Inner Sphere","IS_Advanced/IS_Experimental","E/X-X-E-E","Standard","3067(LC)","3067(LC)","3073(LC)","-","-","-",2.0,0,20000.0,0.0,"358, TO","ASEWMissile,"
W,"Anti-Ship Electronic Warfare (ASEW) Missiles","Inner Sphere","IS_Unofficial","E/X-X-E-E","Unofficial","3067(FS)","3067(FS)","3073(FS,LC)","-","-","-",2.0,0,20000.0,0.0,"358, TO","ASEWMissile,"
W,"Light Air-to-Air (LAA) Missiles","Inner Sphere","IS_Advanced/IS_Experimental","E/X-X-F-D","Standard","~3069(FW)","~3069(FW)","3072(FW)","-","-","-",0.5,0,6000.0,0.0,"359, TO","LAAMissile,"
W,"Light Air-to-Air (LAA) Missiles","Clan","Clan_TW/Clan_Unofficial","E/X-X-F-D","Standard","3052(FS)","3052(FS)","3072(FS,LC)","3074","-","-",0.5,0,6000.0,0.0,"359, TO","LAAMissile,"
W,"Arrow IV Bomb Mount","Inner Sphere","IS_Advanced/IS_Experimental","E/E-F(F*)-E-E","Standard","~2622(TH)","~2622(TH)","2623(TH)","-","~2850","3047(CC)",0.0,0,0.0,0.0,"359, TO","BombArrowIV,"
W,"TAG Pod","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/E-F(F*)-D-D","Standard","~2600(TH)","~2600(TH)","2605(TH)","2645","2835","3035",1.0,0,50000.0,0.0,"238, TM","BombTAG,"
W,"TAG Pod","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","E/E-F-D-D","Standard","~2600","~2600","2605","2645","-","-",1.0,0,50000.0,0.0,"238, TM","BombTAG,"
W,"Rocket Launcher Pod","","","C/A-A-A-A","Standard","-","-","-","-","-","-",1.0,0,0.0,0.0,"229, TM","BombRL,RL 10 (Bomb),"
W,"Rocket Launcher (Prototype) Pod","Inner Sphere","IS_Experimental","B/D-F-X-X","Experimental","~ES","~ES","-","-","~2823","-",1.0,0,0.0,0.0,"73, 195, 217, IO","BombRLP,RL-P 10 (Bomb),"
W,"Alamo Missile","Inner Sphere","IS_Experimental","C/E-E-E-E","Standard","3071","3071","-","-","-","-",0.0,0,0.0,0.0,"","AlamoMissile,"
W,"Space Bomb","","","C/A-A-A-A","Standard","-","-","-","-","-","-",0.0,0,0.0,0.0,"","SpaceBombAttack,"
W,"Dive Bomb","","","C/A-A-A-A","Standard","-","-","-","-","-","-",0.0,0,0.0,0.0,"","DiveBombAttack,"
W,"Altitude Bomb","","","C/A-A-A-A","Standard","-","-","-","-","-","-",0.0,0,0.0,0.0,"","AltBombAttack,"
W,"Laser Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","Laser Bay,"
W,"Point Defense Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","Point Defense Bay,"
W,"PPC Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","PPC Bay,"
W,"Pulse Laser Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","Pulse Laser Bay,"
W,"Artillery Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","Artillery Bay,"
W,"Plasma Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","Plasma Bay,"
W,"AC Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","AC Bay,"
W,"Gauss Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","Gauss Bay,"
W,"Thunderbolt Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","Thunderbolt Bay,"
W,"LBX AC Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","LBX AC Bay,"
W,"LRM Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","LRM Bay,"
W,"SRM Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","SRM Bay,"
W,"MRM Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","MRM Bay,"
W,"MML Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","MML Bay,"
W,"ATM Bay","Clan","Clan_TW/Clan_Advanced/Clan_Experimental/Clan_Unofficial","F/X-X-D-D","Standard","ES","ES","2200","2400","-","-",0.0,0,0.0,0.0,"","ATM Bay,"
W,"Rocket Launcher Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","Rocket Launcher Bay,"
W,"Capital Laser Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","Capital Laser Bay,"
W,"Capital AC Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","Capital AC Bay,"
W,"Capital Gauss Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","Capital Gauss Bay,"
W,"Capital PPC Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","Capital PPC Bay,"
W,"Tele-Operated Capital Missile Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","Capital Missile Bay,Tele-Operated Capital Missile Bay,"
W,"Capital Missile Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","Capital Missile Bay,"
W,"Capital Mass Driver Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","Capital Mass Driver Bay,"
W,"AR10 Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/D-F(F*)-E-D","Standard","~2540(TH)","~2540(TH)","2550(TH)","3055","~2950","3051(FS,LC)",0.0,0,0.0,0.0,"210, TM","AR10 Bay,ISAR10Bay,CLAR10Bay,"
W,"Screen Launcher Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"237, TM","Screen Launcher Bay,"
W,"Sub-Capital Cannon Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","Sub-Capital Cannon Bay,"
W,"Sub-Capital Laser Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","Sub-Capital Laser Bay,"
W,"Sub-Capital Missile Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","Sub-Capital Missile Bay,"
W,"Misc Bay","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/C-E-D-C","Standard","ES","ES","2200(TA)","2400","-","-",0.0,0,0.0,0.0,"","Misc Bay,"
W,"AMS Bay","Inner Sphere","IS_Advanced/IS_Experimental","E/E-F(F*)-D-C","Standard","~2613(TH)","~2613(TH)","2617(TH)","2835","2835","3045(CC)",0.0,0,0.0,0.0,"","AMS Bay,"
W,"LRM 5 (I-OS)","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","B/X-X-F-E","Standard","3056(DC)","3056(DC)","~3081(DC)","3085","-","-",1.5,1,24000.0,9.0,"327, TO","LRM 5 (I-OS),IS IOS LRM-5,ISLRM5 (IOS),IS LRM 5 (IOS),"
W,"LRM 10 (I-OS)","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","B/X-X-F-E","Standard","3056(DC)","3056(DC)","~3081(DC)","3085","-","-",4.5,2,80000.0,18.0,"327, TO","LRM 10 (I-OS),IS IOS LRM-10,ISLRM10 (IOS),IS LRM 10 (IOS),"
W,"LRM 15 (I-OS)","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","B/X-X-F-E","Standard","3056(DC)","3056(DC)","~3081(DC)","3085","-","-",6.5,3,140000.0,27.0,"327, TO","LRM 15 (I-OS),IS IOS LRM-15,ISLRM15 (IOS),IS LRM 15 (IOS),"
W,"LRM 20 (I-OS)","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","B/X-X-F-E","Standard","3056(DC)","3056(DC)","~3081(DC)","3085","-","-",9.5,5,200000.0,36.0,"327, TO","LRM 20 (I-OS),IS IOS LRM-20,ISLRM20 (IOS),IS LRM 20 (IOS),"
W,"LRM 5 (I-OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","B/X-X-F-E","Standard","3058(CNC)","3058(CNC)","~3081(CNC)","3085","-","-",0.5,1,24000.0,11.0,"327, TO","CLLRM5 (IOS),CLLRM5IOS,Clan IOS LRM-5,Clan LRM 5 (IOS),"
W,"LRM 10 (I-OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","B/X-X-F-E","Standard","3058(CNC)","3058(CNC)","~3081(CNC)","3085","-","-",2.0,1,80000.0,22.0,"327, TO","CLLRM10 (IOS),Clan IOS LRM-10,Clan LRM 10 (IOS),"
W,"LRM 15 (I-OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","B/X-X-F-E","Standard","3058(CNC)","3058(CNC)","~3081(CNC)","3085","-","-",3.0,2,140000.0,33.0,"327, TO","CLLRM15 (IOS),Clan IOS LRM-15,Clan LRM 15 (IOS),"
W,"LRM 20 (I-OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","B/X-X-F-E","Standard","3058(CNC)","3058(CNC)","~3081(CNC)","3085","-","-",4.5,4,200000.0,44.0,"327, TO","CLLRM20 (IOS),Clan IOS LRM-20,Clan LRM 20 (IOS),"
W,"Streak LRM 5 (I-OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","B/X-X-F-E","Experimental","3058(CNC)","3058(CNC)","~3081(CNC)","3088","-","-",1.5,1,60000.0,17.0,"327, TO","CLIOSStreakLRM5,Clan Streak LRM-5 (IOS),Clan Streak LRM 5 (IOS),CLStreakLRM5 (IOS),"
W,"Streak LRM 10 (I-OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","B/X-X-F-E","Experimental","3058(CNC)","3058(CNC)","~3081(CNC)","3088","-","-",4.5,2,180000.0,35.0,"327, TO","CLIOSStreakLRM10,Clan Streak LRM-10 (IOS),Clan Streak LRM 10 (IOS),CLStreakLRM10 (IOS),"
W,"Streak LRM 15 (I-OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","B/X-X-F-E","Experimental","3058(CNC)","3058(CNC)","~3081(CNC)","3088","-","-",6.5,3,320000.0,52.0,"327, TO","CLIOSStreakLRM15,Clan Streak LRM-15 (IOS),Clan Streak LRM 15 (IOS),CLStreakLRM15 (IOS),"
W,"Streak LRM 20 (I-OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","B/X-X-F-E","Experimental","3058(CNC)","3058(CNC)","~3081(CNC)","3088","-","-",9.5,5,480000.0,69.0,"327, TO","CLIOSStreakLRM20,Clan Streak LRM-20 (IOS),Clan Streak LRM 20 (IOS),CLStreakLRM20 (IOS),"
W,"LRT 5 (I-OS)","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","B/X-X-F-E","Standard","3056(DC)","3056(DC)","~3081(DC)","3085","-","-",1.5,1,24000.0,9.0,"327, TO","LRT 5 (I-OS),IS IOS LRT-5,ISLRTorpedo5 (IOS),IS LRT 5 (IOS),"
W,"LRT 10 (I-OS)","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","B/X-X-F-E","Standard","3056(DC)","3056(DC)","~3081(DC)","3085","-","-",4.5,2,80000.0,18.0,"327, TO","LRT 10 (I-OS),IS IOS LRT-10,ISLRTorpedo10 (IOS),IS LRT 10 (IOS),ISLRT10IOS,"
W,"LRT 15 (I-OS)","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","B/X-X-F-E","Standard","3056(DC)","3056(DC)","~3081(DC)","3085","-","-",6.5,3,140000.0,27.0,"327, TO","LRT 15 (I-OS),IS IOS LRT-15,ISLRTorpedo15 (IOS),IS LRT 15 (IOS),ISLRT15IOS,"
W,"LRT 20 (I-OS)","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","B/X-X-F-E","Standard","3056(DC)","3056(DC)","~3081(DC)","3085","-","-",9.5,5,200000.0,36.0,"327, TO","LRT 20 (I-OS),IS IOS LRT-20,ISLRTorpedo20 (IOS),IS LRT 20 (IOS),ISLRT20IOS,"
W,"LRT 5 (I-OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","B/X-X-F-E","Standard","3058(CNC)","3058(CNC)","~3081(CNC)","3085","-","-",0.5,1,24000.0,11.0,"327, TO","CLLRTorpedo5 (IOS),Clan IOS LRT-5,Clan LRT 5 (IOS),CLLRT5IOS,"
W,"LRT 10 (I-OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","B/X-X-F-E","Standard","3058(CNC)","3058(CNC)","~3081(CNC)","3085","-","-",2.0,1,80000.0,22.0,"327, TO","CLLRTorpedo10 (IOS),Clan IOS LRT-10,Clan LRT 10 (IOS),CLLRT10IOS,"
W,"LRT 15 (I-OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","B/X-X-F-E","Standard","3058(CNC)","3058(CNC)","~3081(CNC)","3085","-","-",3.0,2,140000.0,33.0,"327, TO","CLLRTorpedo15 (IOS),Clan IOS LRT-15,Clan LRT 15 (IOS),CLLRT15IOS,"
W,"LRT 20 (I-OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","B/X-X-F-E","Standard","3058(CNC)","3058(CNC)","~3081(CNC)","3085","-","-",4.5,4,200000.0,44.0,"327, TO","CLLRTorpedo20 (IOS),Clan IOS LRT-20,Clan LRT 20 (IOS),CLLRT20IOS,"
W,"SRM 2 (I-OS)","Inner Sphere","IS_TW_Non_Box/IS_Advanced","B/X-X-F-E","Standard","3056(DC)","-","3056(DC)","~3081","-","-",0.5,1,8000.0,4.0,"327, TO","ISSRM2IOS,ISSRM2 (IOS),IS SRM 2 (IOS),IOS SRM-2,"
W,"SRM 4 (I-OS)","Inner Sphere","IS_TW_Non_Box/IS_Advanced","B/X-X-F-E","Standard","3056(DC)","-","3056(DC)","~3081","-","-",1.5,1,48000.0,8.0,"327, TO","ISSRM4IOS,ISSRM4 (IOS),IS SRM 4 (IOS),IOS SRM-4,"
W,"SRM 6 (I-OS)","Inner Sphere","IS_TW_Non_Box/IS_Advanced","B/X-X-F-E","Standard","3056(DC)","-","3056(DC)","~3081","-","-",2.5,2,64000.0,12.0,"327, TO","ISSRM6IOS,ISSRM6 (IOS),IS SRM 6 (IOS),IOS SRM-6,"
W,"SRM 2 (I-OS)","Clan","Clan_TW/Clan_Advanced","B/X-X-F-E","Standard","3058(CNC)","-","3058(CNC)","~3081","-","-",0.25,1,8000.0,4.0,"327, TO","CLSRM2 (IOS),CLSRM2IOS,Clan IOS SRM-2,Clan SRM 2 (IOS),"
W,"SRM 4 (I-OS)","Clan","Clan_TW/Clan_Advanced","B/X-X-F-E","Standard","3058(CNC)","-","3058(CNC)","~3081","-","-",0.5,1,48000.0,8.0,"327, TO","CLSRM4 (IOS),Clan IOS SRM-4,Clan SRM 4 (IOS),"
W,"SRM 6 (I-OS)","Clan","Clan_TW/Clan_Advanced","B/X-X-F-E","Standard","3058(CNC)","-","3058(CNC)","~3081","-","-",1.0,1,64000.0,12.0,"327, TO","CLSRM6 (IOS),Clan IOS SRM-6,Clan SRM 6 (IOS),"
W,"Streak SRM 2 (I-OS)","Inner Sphere","IS_TW_Non_Box/IS_Advanced","B/X-X-F-E","Standard","3056(DC)","-","3056(DC)","~3081","-","-",1.0,1,12000.0,6.0,"327, TO","ISStreakSRM2IOS,ISStreakSRM2 (IOS),IS Streak SRM 2 (IOS),IOS Streak SRM-2,"
W,"Streak SRM 4 (I-OS)","Inner Sphere","IS_TW_Non_Box/IS_Advanced","B/X-X-F-E","Standard","3056(DC)","-","3056(DC)","~3081","-","-",2.5,1,72000.0,12.0,"327, TO","ISStreakSRM4IOS,ISStreakSRM4 (IOS),IS Streak SRM 4 (IOS),IOS Streak SRM-4,"
W,"Streak SRM 6 (I-OS)","Inner Sphere","IS_TW_Non_Box/IS_Advanced","B/X-X-F-E","Standard","3056(DC)","-","3056(DC)","~3081","-","-",4.0,2,96000.0,18.0,"327, TO","ISStreakSRM6IOS,ISStreakSRM6 (IOS),IS Streak SRM 6 (IOS),IOS Streak SRM-6,"
